Date,"Daily Reach by Language - af_ZA","Daily Reach by Language - ak_GH","Daily Reach by Language - am_ET","Daily Reach by Language - ar_AR","Daily Reach by Language - as_IN","Daily Reach by Language - az_AZ","Daily Reach by Language - bg_BG","Daily Reach by Language - bn_IN","Daily Reach by Language - bp_IN","Daily Reach by Language - bs_BA","Daily Reach by Language - ca_ES","Daily Reach by Language - cb_IQ","Daily Reach by Language - cs_CZ","Daily Reach by Language - cx_PH","Daily Reach by Language - cy_GB","Daily Reach by Language - da_DK","Daily Reach by Language - de_DE","Daily Reach by Language - el_GR","Daily Reach by Language - en_GB","Daily Reach by Language - en_IN","Daily Reach by Language - en_PI","Daily Reach by Language - en_UD","Daily Reach by Language - en_US","Daily Reach by Language - eo_EO","Daily Reach by Language - es_ES","Daily Reach by Language - es_LA","Daily Reach by Language - es_MX","Daily Reach by Language - et_EE","Daily Reach by Language - eu_ES","Daily Reach by Language - fa_IR","Daily Reach by Language - fb_LT","Daily Reach by Language - fi_FI","Daily Reach by Language - fo_FO","Daily Reach by Language - fr_CA","Daily Reach by Language - fr_FR","Daily Reach by Language - gl_ES","Daily Reach by Language - gu_IN","Daily Reach by Language - ha_NG","Daily Reach by Language - he_IL","Daily Reach by Language - hi_IN","Daily Reach by Language - hr_HR","Daily Reach by Language - ht_HT","Daily Reach by Language - hu_HU","Daily Reach by Language - id_ID","Daily Reach by Language - is_IS","Daily Reach by Language - it_IT","Daily Reach by Language - ja_JP","Daily Reach by Language - ja_KS","Daily Reach by Language - jv_ID","Daily Reach by Language - ka_GE","Daily Reach by Language - kn_IN","Daily Reach by Language - ko_KR","Daily Reach by Language - ku_TR","Daily Reach by Language - lg_UG","Daily Reach by Language - lt_LT","Daily Reach by Language - lv_LV","Daily Reach by Language - mg_MG","Daily Reach by Language - mi_NZ","Daily Reach by Language - mk_MK","Daily Reach by Language - ml_IN","Daily Reach by Language - mr_IN","Daily Reach by Language - ms_MY","Daily Reach by Language - my_MM","Daily Reach by Language - nb_NO","Daily Reach by Language - ne_NP","Daily Reach by Language - nl_BE","Daily Reach by Language - nl_NL","Daily Reach by Language - nn_NO","Daily Reach by Language - or_IN","Daily Reach by Language - pa_IN","Daily Reach by Language - pl_PL","Daily Reach by Language - ps_AF","Daily Reach by Language - pt_BR","Daily Reach by Language - pt_PT","Daily Reach by Language - ro_RO","Daily Reach by Language - ru_RU","Daily Reach by Language - rw_RW","Daily Reach by Language - si_LK","Daily Reach by Language - sk_SK","Daily Reach by Language - sl_SI","Daily Reach by Language - so_SO","Daily Reach by Language - sq_AL","Daily Reach by Language - sr_RS","Daily Reach by Language - sv_SE","Daily Reach by Language - sw_KE","Daily Reach by Language - sz_PL","Daily Reach by Language - ta_IN","Daily Reach by Language - te_IN","Daily Reach by Language - th_TH","Daily Reach by Language - tl_PH","Daily Reach by Language - tr_TR","Daily Reach by Language - tz_MA","Daily Reach by Language - uk_UA","Daily Reach by Language - ur_PK","Daily Reach by Language - vi_VN","Daily Reach by Language - zh_CN","Daily Reach by Language - zh_HK","Daily Reach by Language - zh_TW","Lifetime Likes by Language - af_ZA","Lifetime Likes by Language - ar_AR","Lifetime Likes by Language - as_IN","Lifetime Likes by Language - az_AZ","Lifetime Likes by Language - bg_BG","Lifetime Likes by Language - bn_IN","Lifetime Likes by Language - ca_ES","Lifetime Likes by Language - cb_IQ","Lifetime Likes by Language - cs_CZ","Lifetime Likes by Language - da_DK","Lifetime Likes by Language - de_DE","Lifetime Likes by Language - el_GR","Lifetime Likes by Language - en_GB","Lifetime Likes by Language - en_IN","Lifetime Likes by Language - en_PI","Lifetime Likes by Language - en_US","Lifetime Likes by Language - es_ES","Lifetime Likes by Language - es_LA","Lifetime Likes by Language - es_MX","Lifetime Likes by Language - fa_IR","Lifetime Likes by Language - fr_CA","Lifetime Likes by Language - fr_FR","Lifetime Likes by Language - gu_IN","Lifetime Likes by Language - hi_IN","Lifetime Likes by Language - hr_HR","Lifetime Likes by Language - hu_HU","Lifetime Likes by Language - id_ID","Lifetime Likes by Language - it_IT","Lifetime Likes by Language - jv_ID","Lifetime Likes by Language - ka_GE","Lifetime Likes by Language - ko_KR","Lifetime Likes by Language - ku_TR","Lifetime Likes by Language - lv_LV","Lifetime Likes by Language - mr_IN","Lifetime Likes by Language - ms_MY","Lifetime Likes by Language - ne_NP","Lifetime Likes by Language - nl_NL","Lifetime Likes by Language - pa_IN","Lifetime Likes by Language - pl_PL","Lifetime Likes by Language - ps_AF","Lifetime Likes by Language - pt_BR","Lifetime Likes by Language - pt_PT","Lifetime Likes by Language - ro_RO","Lifetime Likes by Language - ru_RU","Lifetime Likes by Language - sl_SI","Lifetime Likes by Language - so_SO","Lifetime Likes by Language - sq_AL","Lifetime Likes by Language - sr_RS","Lifetime Likes by Language - sw_KE","Lifetime Likes by Language - ta_IN","Lifetime Likes by Language - te_IN","Lifetime Likes by Language - th_TH","Lifetime Likes by Language - tl_PH","Lifetime Likes by Language - tr_TR","Lifetime Likes by Language - tz_MA","Lifetime Likes by Language - ur_PK","Lifetime Likes by Language - vi_VN","Lifetime Likes by Language - zh_TW","Lifetime Follows by Language - af_ZA","Lifetime Follows by Language - ar_AR","Lifetime Follows by Language - as_IN","Lifetime Follows by Language - az_AZ","Lifetime Follows by Language - bg_BG","Lifetime Follows by Language - bn_IN","Lifetime Follows by Language - ca_ES","Lifetime Follows by Language - cb_IQ","Lifetime Follows by Language - cs_CZ","Lifetime Follows by Language - da_DK","Lifetime Follows by Language - de_DE","Lifetime Follows by Language - el_GR","Lifetime Follows by Language - en_GB","Lifetime Follows by Language - en_IN","Lifetime Follows by Language - en_PI","Lifetime Follows by Language - en_US","Lifetime Follows by Language - es_ES","Lifetime Follows by Language - es_LA","Lifetime Follows by Language - es_MX","Lifetime Follows by Language - fa_IR","Lifetime Follows by Language - fr_CA","Lifetime Follows by Language - fr_FR","Lifetime Follows by Language - gu_IN","Lifetime Follows by Language - hi_IN","Lifetime Follows by Language - hr_HR","Lifetime Follows by Language - hu_HU","Lifetime Follows by Language - id_ID","Lifetime Follows by Language - it_IT","Lifetime Follows by Language - jv_ID","Lifetime Follows by Language - ka_GE","Lifetime Follows by Language - ko_KR","Lifetime Follows by Language - ku_TR","Lifetime Follows by Language - lv_LV","Lifetime Follows by Language - mr_IN","Lifetime Follows by Language - ms_MY","Lifetime Follows by Language - nl_NL","Lifetime Follows by Language - pa_IN","Lifetime Follows by Language - pl_PL","Lifetime Follows by Language - ps_AF","Lifetime Follows by Language - pt_BR","Lifetime Follows by Language - pt_PT","Lifetime Follows by Language - ro_RO","Lifetime Follows by Language - ru_RU","Lifetime Follows by Language - sl_SI","Lifetime Follows by Language - so_SO","Lifetime Follows by Language - sq_AL","Lifetime Follows by Language - sr_RS","Lifetime Follows by Language - sw_KE","Lifetime Follows by Language - ta_IN","Lifetime Follows by Language - te_IN","Lifetime Follows by Language - th_TH","Lifetime Follows by Language - tl_PH","Lifetime Follows by Language - tr_TR","Lifetime Follows by Language - tz_MA","Lifetime Follows by Language - ur_PK","Lifetime Follows by Language - vi_VN","Lifetime Follows by Language - zh_TW"
2017-11-17,,,,120,,,1,6,,,,3,,,,,10,,425,1,,,1032,,3,7,,,,2,,,,1,47,,,,,2,,,,65,,,,,,,,,,,,,,,,2,,1,,,1,,4,,,,,,38,2,1,1,,,,,1,,,,,,,,18,1,5,,,2,,,,,,846,,,3,28,1,3,,5,13,2,1772,4,1,3000,25,69,,6,,310,3,34,1,3,330,6,3,1,,,1,5,4,,5,,,4,133,30,5,3,,1,2,4,18,2,,40,2,3,1,5,6,2,,848,1,,3,28,,3,,5,13,2,1791,4,1,3046,25,68,,6,,310,3,34,1,3,329,7,3,1,,,,4,4,5,,1,4,133,30,5,4,,1,2,4,18,2,,40,2,3,1,5,6,2
2017-11-18,,,,86,,,,6,,,,3,,,,3,4,1,473,,,1,1206,,2,9,,,,1,,,,1,40,,,,,6,,,,95,,1,,,,,,,,1,,,,,,,,,,,2,,5,,,,,1,24,,,2,,,,1,,,,1,,,,,25,1,3,,,2,,,,,,846,,1,3,28,1,3,,5,13,2,1771,4,1,3001,25,68,1,6,,310,3,34,,3,330,7,3,,,,1,4,4,,5,,1,4,133,30,5,3,,,2,4,18,2,,40,2,3,1,5,6,2,,848,1,1,3,28,1,3,,5,13,2,1787,4,1,3049,25,69,,6,,310,3,34,,3,329,6,3,1,,,,4,4,5,,,4,133,30,5,4,,1,2,4,18,2,,40,2,3,1,5,6,2
2017-11-19,,,,45,1,,,2,,,,1,,,,4,5,,274,2,,,673,,4,14,,,,1,,,,1,26,,,,,1,,,,34,,1,,,,,,,,,,,,,,1,,,,,,,3,,,,1,2,28,1,1,1,,,,,,,,,,,,,8,2,8,,,3,,,,,,846,,,3,28,,3,,5,13,2,1772,4,1,3001,25,69,1,6,,309,3,34,,3,329,6,3,,,1,1,4,4,,5,1,,4,133,30,5,4,,1,2,4,18,2,,40,2,3,1,5,6,2,,848,,1,3,28,1,3,,5,13,2,1788,4,,3049,25,69,,6,,309,3,34,1,3,328,6,3,1,,1,,4,4,5,,,4,133,30,5,5,,1,2,4,18,2,,40,2,3,1,5,6,2
2017-11-20,,,,92,,,,4,,,,3,,,,,4,,274,2,1,,636,,6,19,,,,1,,,,1,87,,,,,4,,,,55,,2,,,,,,,1,,,,,,,,,,,,,,3,,,,,2,33,2,1,,,,,,,,,,,,,,12,,4,,,2,2,,,,,847,1,1,3,29,,3,,5,13,2,1773,4,1,2999,25,69,1,6,,308,3,34,,3,329,6,3,1,,1,,4,4,,5,,,4,133,30,5,4,,,2,4,18,2,,40,2,3,1,5,6,2,,848,,,3,29,1,3,,5,13,2,1792,4,,3045,25,69,1,6,,309,3,34,1,3,328,6,3,1,,1,1,3,4,5,,1,4,133,30,5,5,,,2,4,18,2,,40,2,3,,5,6,2
2017-11-21,,,,132,1,,1,7,,,1,3,,,,3,10,1,610,2,,,1330,,5,16,,,,3,,1,,1,66,,,,,1,,,,78,,1,,,,,,,1,,,,,,,3,,1,,,,,5,,,,,2,39,3,1,2,,,,,1,,1,1,1,,,1,27,3,9,,,,,,,1,,846,1,,3,29,,3,,5,13,2,1775,4,,2999,25,69,,6,,309,3,34,1,3,329,6,3,,,,1,3,4,,5,1,1,4,133,30,5,4,,1,2,4,18,2,,40,2,3,1,5,6,2,,848,1,,3,29,,3,,5,13,2,1791,4,,3047,25,69,,6,,309,3,34,,3,328,6,3,1,,1,1,3,4,5,,1,4,133,30,5,5,,1,2,4,18,2,,40,2,3,1,5,6,2
2017-11-22,,,,51,,,,19,,,,,,,,1,7,1,821,2,2,,1647,,3,6,,,,2,,,,2,48,,,,,5,,,,47,,2,1,,,1,,,,,,,,,,3,,,,,2,,4,,,,,1,13,,1,1,,,,,,,,1,,,1,,12,,,,,1,,,,,,846,,1,3,29,1,3,,5,13,2,1776,4,,3001,25,68,,6,,310,3,35,,3,330,6,3,1,,1,1,3,4,,5,1,,4,133,30,5,4,,,2,4,18,2,,40,2,3,1,5,6,2,,847,,,3,29,,3,,5,13,2,1790,4,1,3049,25,68,,6,,311,3,36,1,3,330,6,3,,,1,1,3,4,5,1,1,4,133,30,5,5,,1,2,4,18,2,,40,2,3,,5,6,2
2017-11-23,,,,69,,,,4,,,1,,,,,1,6,,280,,,,620,,3,4,,,,1,,,,1,78,,,,,2,,,1,35,,1,1,,,,,1,,,,,,,,,,,,,,,4,,,1,,1,10,2,1,2,,,,,,,,,,,,,9,2,1,,,,,,,,,845,1,,3,29,1,3,,5,13,2,1772,4,1,3002,25,68,,6,,311,3,36,1,3,331,6,3,,,,,3,4,,5,1,1,4,133,30,5,4,,,2,4,18,2,,40,2,3,1,5,6,2,,847,1,1,3,29,,3,,5,13,2,1788,4,,3050,25,68,,6,,311,3,36,,3,330,6,3,,,1,1,3,4,5,1,,4,133,30,5,5,,1,2,4,18,2,,40,2,3,1,5,6,2
2017-11-24,,,,56,1,,,2,,,,,,,,1,5,,222,1,,,487,,6,3,,,,1,,,,2,64,,,,,3,,,,17,,2,,,,,,,1,,,,,,,,,,,,,,4,,,,,1,7,1,,1,,,,,,,,,,,,,4,,,,,,,,,,,846,,,3,29,,3,,5,13,2,1774,4,1,2997,25,68,1,6,,311,3,36,,3,331,6,3,1,,,1,3,4,1,5,,,4,133,30,5,4,,1,2,4,18,2,,40,2,3,1,5,6,2,,848,,1,3,27,1,3,,5,13,2,1791,4,1,3045,25,68,1,6,,310,3,37,,3,330,6,3,,,,,3,4,5,,1,4,134,30,5,5,,1,2,4,18,2,,40,2,3,2,5,6,2
2017-11-25,,,,10,,,,1,,,,,,,,1,1,,70,1,,,135,,3,1,,,,1,,,,,16,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,1,,,,,,,,,,,845,1,,3,27,,3,,5,13,2,1775,4,,2996,24,68,1,6,,310,3,37,1,3,331,6,3,1,,,1,3,4,,5,,,4,134,30,5,4,,1,2,4,18,2,,40,2,3,2,5,6,2,,847,,,3,27,1,3,,5,13,2,1789,4,,3046,24,68,1,6,,310,3,37,,3,329,6,3,1,,,,3,4,5,1,1,4,134,30,5,5,,1,2,4,18,2,,40,2,3,2,5,6,2
2017-11-26,,,,52,,,,1,,,,,,,,1,5,2,185,1,,,367,,6,4,,,,2,,,,,34,,,,,2,,,,16,,2,,,,,,,,,,,,,,,,1,,,,,1,,,,,,13,2,2,,,,,,,,,,,,,,4,1,,1,,,,,,1,,845,,,3,27,1,3,,5,13,2,1774,4,,2998,24,68,1,6,,310,3,37,1,3,330,6,3,1,,1,,3,4,,5,1,,4,135,30,5,4,,,2,4,18,2,,40,2,3,2,5,6,2,,847,,1,3,27,,3,,5,13,2,1789,4,,3046,24,68,,6,,310,3,38,1,3,330,6,3,1,,,1,3,4,5,1,,4,133,30,5,5,,1,2,4,18,2,,40,2,3,2,5,6,2
2017-11-27,,,,57,,,1,,,,,,,,,2,3,,191,,,,408,,2,8,,,,1,,,,,23,,1,,,2,,,,12,,1,,,,,,,,,,,,,,,,1,,,,,3,,,,,,8,1,,,,,,,,,,,,,,,6,1,,,,,1,,,1,,845,,1,3,27,1,3,,5,13,2,1773,4,1,2997,24,68,1,6,,310,3,38,,3,330,6,3,,,1,,3,4,,5,,,4,134,30,5,4,,1,2,4,18,2,,40,2,3,2,5,6,2,,847,1,1,3,27,1,3,,5,13,2,1789,4,,3045,24,68,1,6,,310,3,38,,3,329,6,3,,,,,3,4,5,,1,4,133,30,5,5,,1,2,4,18,2,,40,2,3,2,5,6,2
2017-11-28,,,,138,1,,,6,,,,,,,,2,7,1,569,2,,,1285,,5,8,,,,2,1,,,,41,,3,,,7,,,,68,,2,,,,,,,,,,,,,,,,1,,,,,5,,,,,,19,,2,2,,,,1,,,,1,1,,1,,25,,2,,1,2,2,,,1,,1178,,,3,52,,10,1,5,14,2,2785,7,,4809,41,108,,13,3,470,12,63,,4,482,6,3,1,,1,1,5,4,,5,,,6,139,42,5,4,,7,3,4,25,3,,49,2,5,2,6,6,2,,1180,,1,3,52,,10,,5,14,2,2801,7,,4856,41,108,,13,3,470,12,63,1,4,481,6,3,,,,,5,4,5,,1,6,138,42,5,5,,7,3,4,25,3,1,49,2,5,2,6,6,2
2017-11-29,,,,96,1,,,3,,,,2,,,,3,5,,521,3,,,1178,,49,144,,1,,1,,,,,61,,,,,10,,,,39,,2,,,,,,1,,,,,,,,2,2,,,,,,4,,,,,,11,4,1,1,,,1,1,,,,1,2,,1,,7,,2,,2,,,,,,,1176,1,1,3,51,,10,,5,14,2,2775,7,,4810,41,109,,13,3,469,12,63,,4,479,6,3,,,1,,5,4,,5,,,6,139,42,5,4,,7,3,4,25,3,2,49,2,5,2,6,6,2,,1178,,1,3,51,,10,,5,14,2,2791,7,,4857,41,109,,13,3,469,12,63,,4,478,6,3,1,,,,5,4,5,1,,6,138,42,5,5,,7,3,4,25,3,2,49,2,5,2,6,6,2
2017-11-30,,,,83,,,,1,,,1,,,,,1,33,,445,2,,,1009,,99,285,,,,2,,,,2,43,,1,,,2,,,,30,,3,3,,,,,1,,,,,,,,,1,1,,,,,5,,,,1,1,9,,1,1,,,,1,,,,,,,,1,2,,9,,,2,,,,2,,1175,,1,3,50,,10,,5,14,2,2772,7,1,4813,41,111,,13,3,469,12,63,1,4,478,6,4,,,,,5,4,,5,,,6,139,42,5,4,,7,3,4,25,3,2,49,2,5,2,6,6,2,1,1177,,1,3,50,,10,,5,14,2,2788,7,,4860,41,111,,13,3,469,12,63,1,4,477,6,4,,,,,5,4,5,,,6,138,42,5,5,,7,3,4,25,3,2,49,2,5,2,6,6,2
2017-12-01,,,,28,1,,,,,,,,,,,1,17,,215,2,,,504,,5,8,,,,2,,,,,25,,,,,3,,,,13,,2,,,,,,2,,,,,,,,,1,,,,1,,3,,,,1,1,5,2,2,1,,,,,,,,1,,,,,3,,2,,,,,1,,1,,1177,2,,3,51,,10,1,5,14,2,2770,7,1,4806,41,111,,13,3,470,12,63,,4,478,6,4,,,,,5,4,,5,,,6,139,42,5,4,,7,3,4,25,3,2,49,2,5,2,6,6,2,1,1178,2,,3,50,,10,,5,14,2,2790,7,,4855,41,111,,13,3,468,12,63,,4,477,6,4,,,,1,4,4,5,,,6,137,43,5,5,,7,3,4,25,3,2,49,2,5,2,6,6,2
2017-12-02,,,,53,,,1,1,,,,1,,,,4,9,1,218,,,,487,,119,353,,,,1,,,,,51,,,,,1,,,,10,,5,,,,,,,,,,,,,,,1,,,,,,3,,,,,,2,1,1,3,,,,,,,,1,,,,1,2,,2,,,1,,1,,,,1175,2,,3,50,,10,,5,14,2,2773,7,,4803,43,116,1,13,3,468,12,63,,4,477,6,4,,,,,4,4,,5,,1,6,138,43,5,4,,7,3,4,25,3,2,49,2,5,2,6,6,2,,1177,2,,3,50,,10,,5,14,2,2789,7,,4850,43,116,,13,3,468,12,63,,4,475,6,4,,,1,,4,4,5,,1,6,137,43,5,5,,7,3,4,25,3,2,49,2,5,2,6,6,2
2017-12-03,,,1,78,,,,3,,,,1,,,,4,10,1,378,2,,,963,,4,6,,1,,,,1,,,27,,2,,,1,,,,9,,1,,,,,,,,,,,,,,1,,,,,1,,3,,,,,,1,,,3,,,,1,,,,1,,,,,,1,,,,2,,,,,,1175,2,,3,50,,10,,5,14,2,2767,6,,4807,43,116,,13,3,469,12,61,,4,476,6,4,,,,1,4,4,,5,2,,6,138,42,5,4,,7,3,4,25,3,1,49,2,5,2,6,6,2,,1177,2,1,3,50,,10,,5,14,2,2783,6,,4854,43,116,,13,3,469,12,61,,4,474,6,4,,,,,4,4,5,2,1,6,137,42,5,5,,7,3,4,25,3,,49,2,5,2,6,6,2
2017-12-04,,,,60,,,1,1,,,,2,,,,3,9,1,283,1,,,622,,7,7,,,,,,,,1,34,,1,,,3,,,,9,,4,1,,,,,,1,,,,,,,1,,,,,,,2,,,,,,6,,1,3,,,,,,,,1,,,,,,1,1,,,1,1,,,1,,1177,2,,3,48,,10,1,5,14,2,2761,6,,4810,43,116,,13,3,468,12,62,,4,475,6,4,,,,1,4,4,,5,,,6,138,42,5,4,,7,3,4,25,3,1,49,2,5,2,6,6,2,1,1179,2,,3,48,,10,,5,14,2,2777,6,,4857,43,116,,13,3,468,12,62,,4,473,6,4,,,,,4,4,5,1,,6,137,42,5,5,,7,3,4,25,3,1,49,2,5,2,6,6,2
2017-12-05,,,,35,,,1,2,,,1,2,,,,2,5,,219,1,,,432,,2,6,,,,1,,,,1,26,,1,,,,,,,11,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,,1,1,,,,,,,,1,,,,,,,1,,,,1,,,,,1175,3,1,3,48,,10,1,5,14,2,2755,6,,4812,43,116,,13,3,468,12,61,,4,475,6,4,,,,,4,4,,5,,,6,138,42,5,4,,7,3,4,25,3,1,49,2,5,2,7,6,2,,1177,3,,3,48,,10,,5,15,2,2771,6,,4859,43,116,1,13,3,468,12,61,,4,473,6,4,,,,1,4,4,5,1,,6,137,42,5,5,,7,3,4,25,3,,49,2,5,2,7,6,2
2017-12-06,,,,40,,,1,1,,5,1,,,,,7,12,1,261,2,,,634,,5,11,,,,1,,1,,2,115,,1,,,2,8,,1,134,,2,1,,1,,,1,,,,,,,1,,,4,,,,1,8,,,,2,,6,2,1,2,,,,,,,3,1,,,,,1,,12,,,,,,,,,1173,4,,3,47,,9,,5,14,2,2754,6,,4810,43,116,,13,3,468,12,62,,4,474,6,4,,,1,,4,4,,5,2,,6,138,42,5,4,,7,3,4,25,3,1,49,2,5,2,7,6,2,,1175,4,1,3,47,,9,,5,15,2,2770,6,,4857,43,116,,13,3,468,12,62,,4,472,6,4,,,,,4,4,5,2,,6,137,42,5,5,,7,3,4,25,3,1,49,2,5,2,7,6,2
2017-12-07,,,,37,,,,2,,4,,1,,,,3,17,,238,1,1,,544,,2,8,,,,1,,1,,,91,,1,,,,9,,1,57,,3,,,,,,,,,,,,,1,,,3,,2,,,6,,,,,,4,3,1,1,,,,1,,1,2,1,,,,,2,,17,,,1,,,,,,1175,3,,3,48,,9,1,5,14,2,2752,6,,4810,43,117,,13,3,469,12,62,,4,474,6,4,,,,,4,4,,5,2,,6,138,42,5,4,,7,3,4,25,3,2,48,2,5,2,7,6,2,,1177,3,,3,48,,9,1,5,15,2,2768,6,,4857,43,117,,13,3,469,12,62,,4,472,6,4,,,,,4,4,5,2,,6,137,42,5,5,,7,3,4,25,3,2,48,2,5,2,7,6,2
2017-12-08,1,,,30,,,,1,,,,1,,,,2,9,,276,1,,,652,,14,34,,,,1,,,,1,76,,,,,,1,,,23,,2,1,,,,,,,,,,,,,1,,1,,1,,,3,,,,1,1,5,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,1175,4,,3,46,,9,,5,14,2,2753,6,,4805,43,117,,13,3,469,12,64,,4,474,6,4,1,,,,3,4,,5,2,,6,138,42,5,4,,7,3,4,25,3,2,48,2,5,2,7,6,2,,1177,4,,3,46,,9,,5,15,2,2769,6,1,4852,43,117,,13,3,469,12,64,,4,472,6,4,,,,,3,4,5,2,,6,137,42,5,5,,7,3,4,25,3,2,48,2,5,2,7,6,2
2017-12-09,,,,22,,,,1,,1,1,1,,,,3,5,,233,1,,,550,,4,12,,,,1,,,,,45,,,,,2,1,,,17,,1,,,,,,,,,,,,,,1,,1,,1,,,3,,,,,1,1,,1,4,,,,,,,,1,,,,,2,,4,,,,,,,,,1177,3,,3,46,,9,,5,14,2,2746,6,,4809,43,117,,13,3,469,12,64,1,4,473,6,4,,,,,3,4,,5,2,,6,138,42,5,4,,7,3,4,25,3,2,48,2,5,2,7,6,2,,1179,3,,3,46,,9,,5,15,2,2762,6,,4856,43,117,,13,3,469,12,64,,4,471,6,4,1,,,,3,4,5,2,,6,137,42,5,6,,7,3,4,25,3,2,48,2,5,2,7,6,2
2017-12-10,,,,5,,,,,,1,,1,,,,2,2,,44,1,,,96,,,,,,,,,,,,9,,,,,2,1,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1176,3,,3,45,,9,,5,14,2,2754,6,,4800,43,117,,13,3,468,13,63,1,4,472,6,4,,,,,3,4,,5,2,,6,138,42,5,4,,6,3,4,25,3,2,48,2,5,2,7,6,2,,1178,3,1,3,45,,9,,5,15,2,2770,6,,4847,43,117,,13,3,468,13,63,,4,470,6,4,,,,,3,4,5,2,,6,137,42,5,6,,6,3,4,25,3,2,48,2,5,2,7,6,2
2017-12-11,,,,14,,,,1,,,,1,,,,1,3,,65,1,,,167,,5,6,,,,1,,,,,20,,,,,,,,2,8,,,,,,,,,,,,,,,,,1,1,,,,,2,,,,,1,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1175,3,,3,45,,9,,5,14,2,2751,6,,4799,43,117,,13,3,469,13,63,1,4,473,6,4,,,,,3,4,,5,2,1,6,138,42,5,4,,5,3,4,25,3,2,48,2,5,,7,6,2,,1177,3,,3,45,,9,,5,15,2,2767,6,,4846,43,117,1,13,3,469,13,63,1,4,471,6,4,,,,,3,4,5,2,,6,137,42,5,6,,5,3,4,25,3,2,48,2,5,,7,6,2
2017-12-12,,,,29,,,,1,,,1,,,,,,5,,108,1,,,244,,2,6,,,,2,,,,1,22,,,,,,,,1,3,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1175,3,1,3,46,,9,,5,14,2,2749,6,,4798,43,117,,13,3,470,13,63,,4,473,6,4,,,,,3,4,,5,2,,6,138,42,5,4,,5,3,4,25,3,2,48,2,5,1,7,6,2,,1177,3,,3,46,1,9,,5,15,2,2765,6,,4845,43,117,,13,3,470,13,63,,4,471,6,4,,,,,3,4,5,2,,6,137,42,5,6,,5,3,4,25,3,2,48,2,5,1,7,6,2
2017-12-13,,,,13,,,,2,,,,,,,,,5,1,103,1,,,208,,4,4,,,,,,,,,28,,,,,1,,,1,5,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,1176,3,,3,46,,9,,5,14,2,2743,6,1,4800,43,116,,13,3,470,12,63,,4,473,6,4,,,,1,4,4,,5,2,,6,138,42,5,4,,5,3,4,25,3,2,48,2,5,,7,6,2,,1178,3,,3,46,,9,1,5,15,2,2759,6,,4847,43,116,,13,3,470,12,63,,4,471,6,4,,,,,4,4,5,2,1,6,137,42,5,6,,5,3,4,25,3,2,48,2,5,,7,6,2
2017-12-14,,,,42,,,,3,,,,,,,,1,7,,187,1,,,318,,5,6,,,,1,,,,,27,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,,2,,1,2,,,,,,,,,,,,,3,,1,,,,,,,,,1176,3,,3,46,,9,,5,14,2,2743,6,1,4800,43,116,,13,3,470,13,62,,4,473,6,4,,,,,3,4,,5,3,1,6,138,42,5,4,,5,3,4,25,3,2,48,2,5,,7,6,2,,1178,3,,3,46,,9,,5,15,2,2759,6,,4847,43,116,,13,3,470,13,62,,4,471,6,4,1,,,1,3,4,5,3,,6,137,42,5,6,,5,3,4,25,3,2,48,2,5,,7,6,2
2017-12-15,,,,20,,,,1,,,1,,,,,2,6,,104,,,,239,,114,332,,,,,,,,,22,,1,,,1,,,1,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,5,1,1,1,,,,,,,,1,,,,,3,,1,,,,,,,,,1176,3,,3,46,1,9,,5,14,2,2739,6,,4803,43,115,,13,3,470,13,61,,4,473,6,4,,,1,,3,4,,5,3,,6,139,42,5,4,,5,3,4,25,3,2,48,2,5,,7,6,2,,1178,3,,3,46,,9,,5,15,2,2755,6,,4850,43,115,,13,3,470,13,61,,4,471,6,4,1,,,1,3,4,5,3,,6,138,42,5,6,,5,3,4,25,3,2,48,2,5,,7,6,2
2017-12-16,,,,12,,,,,,,1,,,,,1,3,,63,1,,,151,,156,417,1,,,,,,,,18,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1177,3,,3,46,,9,1,5,14,2,2740,6,,4796,43,119,,13,3,468,13,60,,4,473,6,4,,,,,3,4,,5,3,,6,138,42,5,4,,5,3,4,25,3,2,48,3,5,,6,6,2,1,1179,3,,3,46,,9,1,5,15,2,2753,6,,4848,43,117,,13,3,469,13,61,,4,471,6,4,,,,,3,4,5,3,1,6,137,42,5,6,,5,3,4,25,3,,48,2,5,,6,6,2
